state,Organization_type,level,year,gender,race
Maine,Public,2-year,2012,Female,American Indian
Maine,Public,2-year,2012,Female,Asian
Maine,Public,2-year,2012,Female,Black
Maine,Public,2-year,2012,Female,Hispanic
Maine,Public,2-year,2012,Female,Unspecified
Maine,Public,2-year,2012,Female,White
Maine,Public,2-year,2012,Male,American Indian
Maine,Public,2-year,2012,Male,Asian
Maine,Public,2-year,2012,Male,Black
Maine,Public,2-year,2012,Male,Hispanic
Maine,Public,2-year,2012,Male,Unspecified
Maine,Public,2-year,2012,Male,White
Maine,Public,2-year,2013,Both Gender,American Indian
Maine,Public,2-year,2013,Both Gender,Asian
Maine,Public,2-year,2013,Both Gender,Black
Maine,Public,2-year,2013,Both Gender,Hispanic
Maine,Public,2-year,2013,Both Gender,Unspecified
Maine,Public,2-year,2013,Both Gender,White
Maine,Public,2-year,2013,Female,American Indian
Maine,Public,2-year,2013,Female,Asian
Maine,Public,2-year,2013,Female,Black
Maine,Public,2-year,2013,Female,Hispanic
Maine,Public,2-year,2013,Female,Unspecified
Maine,Public,2-year,2013,Female,White
Maine,Public,2-year,2013,Male,American Indian
Maine,Public,2-year,2013,Male,Asian
Maine,Public,2-year,2013,Male,Black
Maine,Public,2-year,2013,Male,Hispanic
Maine,Public,2-year,2013,Male,Unspecified
Maine,Public,2-year,2013,Male,White
Maine,Public,4-year,2002,Both Gender,American Indian
Maine,Public,4-year,2002,Both Gender,Asian
Maine,Public,4-year,2002,Both Gender,Black
Maine,Public,4-year,2002,Both Gender,Hispanic
Maine,Public,4-year,2002,Both Gender,Unspecified
Maine,Public,4-year,2002,Both Gender,White
Maine,Public,4-year,2002,Female,American Indian
Maine,Public,4-year,2002,Female,Asian
Maine,Public,4-year,2002,Female,Black
Maine,Public,4-year,2002,Female,Hispanic
Maine,Public,4-year,2002,Female,Unspecified
Maine,Public,4-year,2002,Female,White
Maine,Public,4-year,2002,Male,American Indian
Maine,Public,4-year,2002,Male,Asian
Maine,Public,4-year,2002,Male,Black
Maine,Public,4-year,2002,Male,Hispanic
Maine,Public,4-year,2002,Male,Unspecified
Maine,Public,4-year,2002,Male,White
Maine,Public,4-year,2003,Both Gender,American Indian
Maine,Public,4-year,2003,Both Gender,Asian
Maine,Public,4-year,2003,Both Gender,Black
Maine,Public,4-year,2003,Both Gender,Hispanic
Maine,Public,4-year,2003,Both Gender,Unspecified
Maine,Public,4-year,2003,Both Gender,White
Maine,Public,4-year,2003,Female,American Indian
Maine,Public,4-year,2003,Female,Asian
Maine,Public,4-year,2003,Female,Black
Maine,Public,4-year,2003,Female,Hispanic
Maine,Public,4-year,2003,Female,Unspecified
Maine,Public,4-year,2003,Female,White
Maine,Public,4-year,2003,Male,American Indian
Maine,Public,4-year,2003,Male,Asian
Maine,Public,4-year,2003,Male,Black
Maine,Public,4-year,2003,Male,Hispanic
Maine,Public,4-year,2003,Male,Unspecified
Maine,Public,4-year,2003,Male,White
Maine,Public,4-year,2004,Both Gender,American Indian
Maine,Public,4-year,2004,Both Gender,Asian
Maine,Public,4-year,2004,Both Gender,Black
Maine,Public,4-year,2004,Both Gender,Hispanic
Maine,Public,4-year,2004,Both Gender,Unspecified
Maine,Public,4-year,2004,Both Gender,White
Maine,Public,4-year,2004,Female,American Indian
Maine,Public,4-year,2004,Female,Asian
Maine,Public,4-year,2004,Female,Black
Maine,Public,4-year,2004,Female,Hispanic
Maine,Public,4-year,2004,Female,Unspecified
Maine,Public,4-year,2004,Female,White
Maine,Public,4-year,2004,Male,American Indian
Maine,Public,4-year,2004,Male,Asian
Maine,Public,4-year,2004,Male,Black
Maine,Public,4-year,2004,Male,Hispanic
Maine,Public,4-year,2004,Male,Unspecified
Maine,Public,4-year,2004,Male,White
Maine,Public,4-year,2005,Both Gender,American Indian
Maine,Public,4-year,2005,Both Gender,Asian
Maine,Public,4-year,2005,Both Gender,Black
Maine,Public,4-year,2005,Both Gender,Hispanic
Maine,Public,4-year,2005,Both Gender,Unspecified
Maine,Public,4-year,2005,Both Gender,White
Maine,Public,4-year,2005,Female,American Indian
Maine,Public,4-year,2005,Female,Asian
Maine,Public,4-year,2005,Female,Black
Maine,Public,4-year,2005,Female,Hispanic
Maine,Public,4-year,2005,Female,Unspecified
Maine,Public,4-year,2005,Female,White
Maine,Public,4-year,2005,Male,American Indian
Maine,Public,4-year,2005,Male,Asian
Maine,Public,4-year,2005,Male,Black
Maine,Public,4-year,2005,Male,Hispanic
Maine,Public,4-year,2005,Male,Unspecified
Maine,Public,4-year,2005,Male,White
Maine,Public,4-year,2006,Both Gender,American Indian
Maine,Public,4-year,2006,Both Gender,Asian
Maine,Public,4-year,2006,Both Gender,Black
Maine,Public,4-year,2006,Both Gender,Hispanic
Maine,Public,4-year,2006,Both Gender,Unspecified
Maine,Public,4-year,2006,Both Gender,White
Maine,Public,4-year,2006,Female,American Indian
Maine,Public,4-year,2006,Female,Asian
Maine,Public,4-year,2006,Female,Black
Maine,Public,4-year,2006,Female,Hispanic
Maine,Public,4-year,2006,Female,Unspecified
Maine,Public,4-year,2006,Female,White
Maine,Public,4-year,2006,Male,American Indian
Maine,Public,4-year,2006,Male,Asian
Maine,Public,4-year,2006,Male,Black
Maine,Public,4-year,2006,Male,Hispanic
Maine,Public,4-year,2006,Male,Unspecified
Maine,Public,4-year,2006,Male,White
Maine,Public,4-year,2007,Both Gender,American Indian
Maine,Public,4-year,2007,Both Gender,Asian
Maine,Public,4-year,2007,Both Gender,Black
Maine,Public,4-year,2007,Both Gender,Hispanic
Maine,Public,4-year,2007,Both Gender,Unspecified
Maine,Public,4-year,2007,Both Gender,White
Maine,Public,4-year,2007,Female,American Indian
Maine,Public,4-year,2007,Female,Asian
Maine,Public,4-year,2007,Female,Black
Maine,Public,4-year,2007,Female,Hispanic
Maine,Public,4-year,2007,Female,Unspecified
Maine,Public,4-year,2007,Female,White
Maine,Public,4-year,2007,Male,American Indian
Maine,Public,4-year,2007,Male,Asian
Maine,Public,4-year,2007,Male,Black
Maine,Public,4-year,2007,Male,Hispanic
Maine,Public,4-year,2007,Male,Unspecified
Maine,Public,4-year,2007,Male,White
Maine,Public,4-year,2008,Both Gender,American Indian
Maine,Public,4-year,2008,Both Gender,Asian
Maine,Public,4-year,2008,Both Gender,Black
Maine,Public,4-year,2008,Both Gender,Hispanic
Maine,Public,4-year,2008,Both Gender,Unspecified
Maine,Public,4-year,2008,Both Gender,White
Maine,Public,4-year,2008,Female,American Indian
Maine,Public,4-year,2008,Female,Asian
Maine,Public,4-year,2008,Female,Black
Maine,Public,4-year,2008,Female,Hispanic
Maine,Public,4-year,2008,Female,Unspecified
Maine,Public,4-year,2008,Female,White
Maine,Public,4-year,2008,Male,American Indian
Maine,Public,4-year,2008,Male,Asian
Maine,Public,4-year,2008,Male,Black
Maine,Public,4-year,2008,Male,Hispanic
Maine,Public,4-year,2008,Male,Unspecified
Maine,Public,4-year,2008,Male,White
Maine,Public,4-year,2009,Both Gender,American Indian
Maine,Public,4-year,2009,Both Gender,Asian
Maine,Public,4-year,2009,Both Gender,Black
Maine,Public,4-year,2009,Both Gender,Hispanic
Maine,Public,4-year,2009,Both Gender,Unspecified
Maine,Public,4-year,2009,Both Gender,White
Maine,Public,4-year,2009,Female,American Indian
Maine,Public,4-year,2009,Female,Asian
Maine,Public,4-year,2009,Female,Black
Maine,Public,4-year,2009,Female,Hispanic
Maine,Public,4-year,2009,Female,Unspecified
Maine,Public,4-year,2009,Female,White
Maine,Public,4-year,2009,Male,American Indian
Maine,Public,4-year,2009,Male,Asian
Maine,Public,4-year,2009,Male,Black
Maine,Public,4-year,2009,Male,Hispanic
Maine,Public,4-year,2009,Male,Unspecified
Maine,Public,4-year,2009,Male,White
Maine,Public,4-year,2010,Both Gender,American Indian
Maine,Public,4-year,2010,Both Gender,Asian
Maine,Public,4-year,2010,Both Gender,Black
Maine,Public,4-year,2010,Both Gender,Hispanic
Maine,Public,4-year,2010,Both Gender,Unspecified
Maine,Public,4-year,2010,Both Gender,White
Maine,Public,4-year,2010,Female,American Indian
Maine,Public,4-year,2010,Female,Asian
Maine,Public,4-year,2010,Female,Black
Maine,Public,4-year,2010,Female,Hispanic
Maine,Public,4-year,2010,Female,Unspecified
Maine,Public,4-year,2010,Female,White
Maine,Public,4-year,2010,Male,American Indian
Maine,Public,4-year,2010,Male,Asian
Maine,Public,4-year,2010,Male,Black
Maine,Public,4-year,2010,Male,Hispanic
Maine,Public,4-year,2010,Male,Unspecified
Maine,Public,4-year,2010,Male,White
Maine,Public,4-year,2011,Both Gender,American Indian
Maine,Public,4-year,2011,Both Gender,Asian
Maine,Public,4-year,2011,Both Gender,Black
Maine,Public,4-year,2011,Both Gender,Hispanic
Maine,Public,4-year,2011,Both Gender,Unspecified
Maine,Public,4-year,2011,Both Gender,White
Maine,Public,4-year,2011,Female,American Indian
Maine,Public,4-year,2011,Female,Asian
Maine,Public,4-year,2011,Female,Black
Maine,Public,4-year,2011,Female,Hispanic
Maine,Public,4-year,2011,Female,Unspecified
Maine,Public,4-year,2011,Female,White
Maine,Public,4-year,2011,Male,American Indian
Maine,Public,4-year,2011,Male,Asian
Maine,Public,4-year,2011,Male,Black
Maine,Public,4-year,2011,Male,Hispanic
Maine,Public,4-year,2011,Male,Unspecified
Maine,Public,4-year,2011,Male,White
Maine,Public,4-year,2012,Both Gender,American Indian
Maine,Public,4-year,2012,Both Gender,Asian
Maine,Public,4-year,2012,Both Gender,Black
Maine,Public,4-year,2012,Both Gender,Hispanic
Maine,Public,4-year,2012,Both Gender,Unspecified
Maine,Public,4-year,2012,Both Gender,White
Maine,Public,4-year,2012,Female,American Indian
Maine,Public,4-year,2012,Female,Asian
Maine,Public,4-year,2012,Female,Black
Maine,Public,4-year,2012,Female,Hispanic
Maine,Public,4-year,2012,Female,Unspecified
Maine,Public,4-year,2012,Female,White
Maine,Public,4-year,2012,Male,American Indian
Maine,Public,4-year,2012,Male,Asian
Maine,Public,4-year,2012,Male,Black
Maine,Public,4-year,2012,Male,Hispanic
Maine,Public,4-year,2012,Male,Unspecified
Maine,Public,4-year,2012,Male,White
Maine,Public,4-year,2013,Both Gender,American Indian
Maine,Public,4-year,2013,Both Gender,Asian
Maine,Public,4-year,2013,Both Gender,Black
Maine,Public,4-year,2013,Both Gender,Hispanic
Maine,Public,4-year,2013,Both Gender,Unspecified
Maine,Public,4-year,2013,Both Gender,White
Maine,Public,4-year,2013,Female,American Indian
Maine,Public,4-year,2013,Female,Asian
Maine,Public,4-year,2013,Female,Black
Maine,Public,4-year,2013,Female,Hispanic
Maine,Public,4-year,2013,Female,Unspecified
Maine,Public,4-year,2013,Female,White
Maine,Public,4-year,2013,Male,American Indian
Maine,Public,4-year,2013,Male,Asian
Maine,Public,4-year,2013,Male,Black
Maine,Public,4-year,2013,Male,Hispanic
Maine,Public,4-year,2013,Male,Unspecified
Maine,Public,4-year,2013,Male,White
Maryland,Private for-profit,2-year,2002,Both Gender,American Indian
Maryland,Private for-profit,2-year,2002,Both Gender,Asian
Maryland,Private for-profit,2-year,2002,Both Gender,Black
Maryland,Private for-profit,2-year,2002,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2002,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2002,Both Gender,White
Maryland,Private for-profit,2-year,2002,Female,American Indian
Maryland,Private for-profit,2-year,2002,Female,Asian
Maryland,Private for-profit,2-year,2002,Female,Black
Maryland,Private for-profit,2-year,2002,Female,Hispanic
Maryland,Private for-profit,2-year,2002,Female,Unspecified
Maryland,Private for-profit,2-year,2002,Female,White
Maryland,Private for-profit,2-year,2002,Male,American Indian
Maryland,Private for-profit,2-year,2002,Male,Asian
Maryland,Private for-profit,2-year,2002,Male,Black
Maryland,Private for-profit,2-year,2002,Male,Hispanic
Maryland,Private for-profit,2-year,2002,Male,Unspecified
Maryland,Private for-profit,2-year,2002,Male,White
Maryland,Private for-profit,2-year,2003,Both Gender,American Indian
Maryland,Private for-profit,2-year,2003,Both Gender,Asian
Maryland,Private for-profit,2-year,2003,Both Gender,Black
Maryland,Private for-profit,2-year,2003,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2003,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2003,Both Gender,White
Maryland,Private for-profit,2-year,2003,Female,American Indian
Maryland,Private for-profit,2-year,2003,Female,Asian
Maryland,Private for-profit,2-year,2003,Female,Black
Maryland,Private for-profit,2-year,2003,Female,Hispanic
Maryland,Private for-profit,2-year,2003,Female,Unspecified
Maryland,Private for-profit,2-year,2003,Female,White
Maryland,Private for-profit,2-year,2003,Male,American Indian
Maryland,Private for-profit,2-year,2003,Male,Asian
Maryland,Private for-profit,2-year,2003,Male,Black
Maryland,Private for-profit,2-year,2003,Male,Hispanic
Maryland,Private for-profit,2-year,2003,Male,Unspecified
Maryland,Private for-profit,2-year,2003,Male,White
Maryland,Private for-profit,2-year,2004,Both Gender,American Indian
Maryland,Private for-profit,2-year,2004,Both Gender,Asian
Maryland,Private for-profit,2-year,2004,Both Gender,Black
Maryland,Private for-profit,2-year,2004,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2004,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2004,Both Gender,White
Maryland,Private for-profit,2-year,2004,Female,American Indian
Maryland,Private for-profit,2-year,2004,Female,Asian
Maryland,Private for-profit,2-year,2004,Female,Black
Maryland,Private for-profit,2-year,2004,Female,Hispanic
Maryland,Private for-profit,2-year,2004,Female,Unspecified
Maryland,Private for-profit,2-year,2004,Female,White
Maryland,Private for-profit,2-year,2004,Male,American Indian
Maryland,Private for-profit,2-year,2004,Male,Asian
Maryland,Private for-profit,2-year,2004,Male,Black
Maryland,Private for-profit,2-year,2004,Male,Hispanic
Maryland,Private for-profit,2-year,2004,Male,Unspecified
Maryland,Private for-profit,2-year,2004,Male,White
Maryland,Private for-profit,2-year,2005,Both Gender,American Indian
Maryland,Private for-profit,2-year,2005,Both Gender,Asian
Maryland,Private for-profit,2-year,2005,Both Gender,Black
Maryland,Private for-profit,2-year,2005,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2005,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2005,Both Gender,White
Maryland,Private for-profit,2-year,2005,Female,American Indian
Maryland,Private for-profit,2-year,2005,Female,Asian
Maryland,Private for-profit,2-year,2005,Female,Black
Maryland,Private for-profit,2-year,2005,Female,Hispanic
Maryland,Private for-profit,2-year,2005,Female,Unspecified
Maryland,Private for-profit,2-year,2005,Female,White
Maryland,Private for-profit,2-year,2005,Male,American Indian
Maryland,Private for-profit,2-year,2005,Male,Asian
Maryland,Private for-profit,2-year,2005,Male,Black
Maryland,Private for-profit,2-year,2005,Male,Hispanic
Maryland,Private for-profit,2-year,2005,Male,Unspecified
Maryland,Private for-profit,2-year,2005,Male,White
Maryland,Private for-profit,2-year,2006,Both Gender,American Indian
Maryland,Private for-profit,2-year,2006,Both Gender,Asian
Maryland,Private for-profit,2-year,2006,Both Gender,Black
Maryland,Private for-profit,2-year,2006,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2006,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2006,Both Gender,White
Maryland,Private for-profit,2-year,2006,Female,American Indian
Maryland,Private for-profit,2-year,2006,Female,Asian
Maryland,Private for-profit,2-year,2006,Female,Black
Maryland,Private for-profit,2-year,2006,Female,Hispanic
Maryland,Private for-profit,2-year,2006,Female,Unspecified
Maryland,Private for-profit,2-year,2006,Female,White
Maryland,Private for-profit,2-year,2006,Male,American Indian
Maryland,Private for-profit,2-year,2006,Male,Asian
Maryland,Private for-profit,2-year,2006,Male,Black
Maryland,Private for-profit,2-year,2006,Male,Hispanic
Maryland,Private for-profit,2-year,2006,Male,Unspecified
Maryland,Private for-profit,2-year,2006,Male,White
Maryland,Private for-profit,2-year,2007,Both Gender,American Indian
Maryland,Private for-profit,2-year,2007,Both Gender,Asian
Maryland,Private for-profit,2-year,2007,Both Gender,Black
Maryland,Private for-profit,2-year,2007,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2007,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2007,Both Gender,White
Maryland,Private for-profit,2-year,2007,Female,American Indian
Maryland,Private for-profit,2-year,2007,Female,Asian
Maryland,Private for-profit,2-year,2007,Female,Black
Maryland,Private for-profit,2-year,2007,Female,Hispanic
Maryland,Private for-profit,2-year,2007,Female,Unspecified
Maryland,Private for-profit,2-year,2007,Female,White
Maryland,Private for-profit,2-year,2007,Male,American Indian
Maryland,Private for-profit,2-year,2007,Male,Asian
Maryland,Private for-profit,2-year,2007,Male,Black
Maryland,Private for-profit,2-year,2007,Male,Hispanic
Maryland,Private for-profit,2-year,2007,Male,Unspecified
Maryland,Private for-profit,2-year,2007,Male,White
Maryland,Private for-profit,2-year,2008,Both Gender,American Indian
Maryland,Private for-profit,2-year,2008,Both Gender,Asian
Maryland,Private for-profit,2-year,2008,Both Gender,Black
Maryland,Private for-profit,2-year,2008,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2008,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2008,Both Gender,White
Maryland,Private for-profit,2-year,2008,Female,American Indian
Maryland,Private for-profit,2-year,2008,Female,Asian
Maryland,Private for-profit,2-year,2008,Female,Black
Maryland,Private for-profit,2-year,2008,Female,Hispanic
Maryland,Private for-profit,2-year,2008,Female,Unspecified
Maryland,Private for-profit,2-year,2008,Female,White
Maryland,Private for-profit,2-year,2008,Male,American Indian
Maryland,Private for-profit,2-year,2008,Male,Asian
Maryland,Private for-profit,2-year,2008,Male,Black
Maryland,Private for-profit,2-year,2008,Male,Hispanic
Maryland,Private for-profit,2-year,2008,Male,Unspecified
Maryland,Private for-profit,2-year,2008,Male,White
Maryland,Private for-profit,2-year,2009,Both Gender,American Indian
Maryland,Private for-profit,2-year,2009,Both Gender,Asian
Maryland,Private for-profit,2-year,2009,Both Gender,Black
Maryland,Private for-profit,2-year,2009,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2009,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2009,Both Gender,White
Maryland,Private for-profit,2-year,2009,Female,American Indian
Maryland,Private for-profit,2-year,2009,Female,Asian
Maryland,Private for-profit,2-year,2009,Female,Black
Maryland,Private for-profit,2-year,2009,Female,Hispanic
Maryland,Private for-profit,2-year,2009,Female,Unspecified
Maryland,Private for-profit,2-year,2009,Female,White
Maryland,Private for-profit,2-year,2009,Male,American Indian
Maryland,Private for-profit,2-year,2009,Male,Asian
Maryland,Private for-profit,2-year,2009,Male,Black
Maryland,Private for-profit,2-year,2009,Male,Hispanic
Maryland,Private for-profit,2-year,2009,Male,Unspecified
Maryland,Private for-profit,2-year,2009,Male,White
Maryland,Private for-profit,2-year,2010,Both Gender,American Indian
Maryland,Private for-profit,2-year,2010,Both Gender,Asian
Maryland,Private for-profit,2-year,2010,Both Gender,Black
Maryland,Private for-profit,2-year,2010,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2010,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2010,Both Gender,White
Maryland,Private for-profit,2-year,2010,Female,American Indian
Maryland,Private for-profit,2-year,2010,Female,Asian
Maryland,Private for-profit,2-year,2010,Female,Black
Maryland,Private for-profit,2-year,2010,Female,Hispanic
Maryland,Private for-profit,2-year,2010,Female,Unspecified
Maryland,Private for-profit,2-year,2010,Female,White
Maryland,Private for-profit,2-year,2010,Male,American Indian
Maryland,Private for-profit,2-year,2010,Male,Asian
Maryland,Private for-profit,2-year,2010,Male,Black
Maryland,Private for-profit,2-year,2010,Male,Hispanic
Maryland,Private for-profit,2-year,2010,Male,Unspecified
Maryland,Private for-profit,2-year,2010,Male,White
Maryland,Private for-profit,2-year,2011,Both Gender,American Indian
Maryland,Private for-profit,2-year,2011,Both Gender,Asian
Maryland,Private for-profit,2-year,2011,Both Gender,Black
Maryland,Private for-profit,2-year,2011,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2011,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2011,Both Gender,White
Maryland,Private for-profit,2-year,2011,Female,American Indian
Maryland,Private for-profit,2-year,2011,Female,Asian
Maryland,Private for-profit,2-year,2011,Female,Black
Maryland,Private for-profit,2-year,2011,Female,Hispanic
Maryland,Private for-profit,2-year,2011,Female,Unspecified
Maryland,Private for-profit,2-year,2011,Female,White
Maryland,Private for-profit,2-year,2011,Male,American Indian
Maryland,Private for-profit,2-year,2011,Male,Asian
Maryland,Private for-profit,2-year,2011,Male,Black
Maryland,Private for-profit,2-year,2011,Male,Hispanic
Maryland,Private for-profit,2-year,2011,Male,Unspecified
Maryland,Private for-profit,2-year,2011,Male,White
Maryland,Private for-profit,2-year,2012,Both Gender,American Indian
Maryland,Private for-profit,2-year,2012,Both Gender,Asian
Maryland,Private for-profit,2-year,2012,Both Gender,Black
Maryland,Private for-profit,2-year,2012,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2012,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2012,Both Gender,White
Maryland,Private for-profit,2-year,2012,Female,American Indian
Maryland,Private for-profit,2-year,2012,Female,Asian
Maryland,Private for-profit,2-year,2012,Female,Black
Maryland,Private for-profit,2-year,2012,Female,Hispanic
Maryland,Private for-profit,2-year,2012,Female,Unspecified
Maryland,Private for-profit,2-year,2012,Female,White
Maryland,Private for-profit,2-year,2012,Male,American Indian
Maryland,Private for-profit,2-year,2012,Male,Asian
Maryland,Private for-profit,2-year,2012,Male,Black
Maryland,Private for-profit,2-year,2012,Male,Hispanic
Maryland,Private for-profit,2-year,2012,Male,Unspecified
Maryland,Private for-profit,2-year,2012,Male,White
Maryland,Private for-profit,2-year,2013,Both Gender,American Indian
Maryland,Private for-profit,2-year,2013,Both Gender,Asian
Maryland,Private for-profit,2-year,2013,Both Gender,Black
Maryland,Private for-profit,2-year,2013,Both Gender,Hispanic
Maryland,Private for-profit,2-year,2013,Both Gender,Unspecified
Maryland,Private for-profit,2-year,2013,Both Gender,White
Maryland,Private for-profit,2-year,2013,Female,American Indian
Maryland,Private for-profit,2-year,2013,Female,Asian
Maryland,Private for-profit,2-year,2013,Female,Black
Maryland,Private for-profit,2-year,2013,Female,Hispanic
Maryland,Private for-profit,2-year,2013,Female,Unspecified
Maryland,Private for-profit,2-year,2013,Female,White
Maryland,Private for-profit,2-year,2013,Male,American Indian
Maryland,Private for-profit,2-year,2013,Male,Asian
Maryland,Private for-profit,2-year,2013,Male,Black
Maryland,Private for-profit,2-year,2013,Male,Hispanic
Maryland,Private for-profit,2-year,2013,Male,Unspecified
Maryland,Private for-profit,2-year,2013,Male,White
Maryland,Private for-profit,4-year,2002,Both Gender,American Indian
Maryland,Private for-profit,4-year,2002,Both Gender,Asian
Maryland,Private for-profit,4-year,2002,Both Gender,Black
Maryland,Private for-profit,4-year,2002,Both Gender,Hispanic
Maryland,Private for-profit,4-year,2002,Both Gender,Unspecified
Maryland,Private for-profit,4-year,2002,Both Gender,White
Maryland,Private for-profit,4-year,2002,Female,American Indian
Maryland,Private for-profit,4-year,2002,Female,Asian
Maryland,Private for-profit,4-year,2002,Female,Black
Maryland,Private for-profit,4-year,2002,Female,Hispanic
Maryland,Private for-profit,4-year,2002,Female,Unspecified
Maryland,Private for-profit,4-year,2002,Female,White
Maryland,Private for-profit,4-year,2002,Male,American Indian
Maryland,Private for-profit,4-year,2002,Male,Asian
Maryland,Private for-profit,4-year,2002,Male,Black
Maryland,Private for-profit,4-year,2002,Male,Hispanic
Maryland,Private for-profit,4-year,2002,Male,Unspecified
Maryland,Private for-profit,4-year,2002,Male,White
Maryland,Private for-profit,4-year,2003,Both Gender,American Indian
Maryland,Private for-profit,4-year,2003,Both Gender,Asian
Maryland,Private for-profit,4-year,2003,Both Gender,Black
Maryland,Private for-profit,4-year,2003,Both Gender,Hispanic
Maryland,Private for-profit,4-year,2003,Both Gender,Unspecified
Maryland,Private for-profit,4-year,2003,Both Gender,White
Maryland,Private for-profit,4-year,2003,Female,American Indian
Maryland,Private for-profit,4-year,2003,Female,Asian
Maryland,Private for-profit,4-year,2003,Female,Black
Maryland,Private for-profit,4-year,2003,Female,Hispanic
Maryland,Private for-profit,4-year,2003,Female,Unspecified
Maryland,Private for-profit,4-year,2003,Female,White
Maryland,Private for-profit,4-year,2003,Male,American Indian
Maryland,Private for-profit,4-year,2003,Male,Asian
Maryland,Private for-profit,4-year,2003,Male,Black
Maryland,Private for-profit,4-year,2003,Male,Hispanic
Maryland,Private for-profit,4-year,2003,Male,Unspecified
Maryland,Private for-profit,4-year,2003,Male,White
Maryland,Private for-profit,4-year,2004,Both Gender,American Indian
Maryland,Private for-profit,4-year,2004,Both Gender,Asian
Maryland,Private for-profit,4-year,2004,Both Gender,Black
Maryland,Private for-profit,4-year,2004,Both Gender,Hispanic
Maryland,Private for-profit,4-year,2004,Both Gender,Unspecified
Maryland,Private for-profit,4-year,2004,Both Gender,White
Maryland,Private for-profit,4-year,2004,Female,American Indian
Maryland,Private for-profit,4-year,2004,Female,Asian
Maryland,Private for-profit,4-year,2004,Female,Black
Maryland,Private for-profit,4-year,2004,Female,Hispanic
Maryland,Private for-profit,4-year,2004,Female,Unspecified
Maryland,Private for-profit,4-year,2004,Female,White
Maryland,Private for-profit,4-year,2004,Male,American Indian
Maryland,Private for-profit,4-year,2004,Male,Asian
Maryland,Private for-profit,4-year,2004,Male,Black
Maryland,Private for-profit,4-year,2004,Male,Hispanic
Maryland,Private for-profit,4-year,2004,Male,Unspecified
Maryland,Private for-profit,4-year,2004,Male,White
Maryland,Private for-profit,4-year,2005,Both Gender,American Indian
Maryland,Private for-profit,4-year,2005,Both Gender,Asian
Maryland,Private for-profit,4-year,2005,Both Gender,Black
Maryland,Private for-profit,4-year,2005,Both Gender,Hispanic
Maryland,Private for-profit,4-year,2005,Both Gender,Unspecified
Maryland,Private for-profit,4-year,2005,Both Gender,White
Maryland,Private for-profit,4-year,2005,Female,American Indian
Maryland,Private for-profit,4-year,2005,Female,Asian
Maryland,Private for-profit,4-year,2005,Female,Black
Maryland,Private for-profit,4-year,2005,Female,Hispanic
Maryland,Private for-profit,4-year,2005,Female,Unspecified
Maryland,Private for-profit,4-year,2005,Female,White
Maryland,Private for-profit,4-year,2005,Male,American Indian
Maryland,Private for-profit,4-year,2005,Male,Asian
Maryland,Private for-profit,4-year,2005,Male,Black
Maryland,Private for-profit,4-year,2005,Male,Hispanic
Maryland,Private for-profit,4-year,2005,Male,Unspecified
Maryland,Private for-profit,4-year,2005,Male,White
Maryland,Private for-profit,4-year,2006,Both Gender,American Indian
Maryland,Private for-profit,4-year,2006,Both Gender,Asian
Maryland,Private for-profit,4-year,2006,Both Gender,Black
Maryland,Private for-profit,4-year,2006,Both Gender,Hispanic
Maryland,Private for-profit,4-year,2006,Both Gender,Unspecified
Maryland,Private for-profit,4-year,2006,Both Gender,White
Maryland,Private for-profit,4-year,2006,Female,American Indian
Maryland,Private for-profit,4-year,2006,Female,Asian
Maryland,Private for-profit,4-year,2006,Female,Black
Maryland,Private for-profit,4-year,2006,Female,Hispanic
Maryland,Private for-profit,4-year,2006,Female,Unspecified
Maryland,Private for-profit,4-year,2006,Female,White
Maryland,Private for-profit,4-year,2006,Male,American Indian
Maryland,Private for-profit,4-year,2006,Male,Asian
Maryland,Private for-profit,4-year,2006,Male,Black
Maryland,Private for-profit,4-year,2006,Male,Hispanic
Maryland,Private for-profit,4-year,2006,Male,Unspecified
Maryland,Private for-profit,4-year,2006,Male,White
Maryland,Private for-profit,4-year,2007,Both Gender,American Indian
Maryland,Private for-profit,4-year,2007,Both Gender,Asian
Maryland,Private for-profit,4-year,2007,Both Gender,Black
Maryland,Private for-profit,4-year,2007,Both Gender,Hispanic
