state,program_type,grad_100,grad_100_rate
Kentucky,4y bach,54.44,38.97
Kentucky,4y other,64.97,34.64
Kentucky,4y bach,54.48,39.03
Kentucky,4y other,62.83,38.38
Kentucky,4y bach,45.51,33.97
Kentucky,4y other,58.43,38.32
Kentucky,4y bach,38.91,38.34
Kentucky,4y other,44.51,41.02
Kentucky,4y bach,39.31,34.96
Kentucky,4y other,37.32,37.86
Kentucky,4y bach,61.92,38.56
Kentucky,4y other,43.6,41.84
Kentucky,4y bach,60.46,39.35
Kentucky,4y other,40.04,34.23
Kentucky,4y bach,57.09,37.54
Kentucky,4y other,28.14,42.23
Kentucky,4y bach,29.28,36.54
Kentucky,4y other,35.79,38.73
Kentucky,4y bach,38.59,34.75
Kentucky,4y other,30.28,39.73
Kentucky,4y bach,67.5,34.95
Kentucky,4y other,48.27,34.95
Kentucky,4y bach,67.92,40.98
Kentucky,4y other,48.77,40.51
Kentucky,4y bach,27.86,37.25
Kentucky,4y other,61.64,41.86
Kentucky,4y bach,25.81,37.9
Kentucky,4y other,54.41,36.15
Kentucky,4y bach,63.29,41.87
Kentucky,4y other,45.23,33.62
Kentucky,4y bach,24.09,42.52
Kentucky,4y other,63.53,34.1
Kentucky,4y bach,64.9,38.12
Kentucky,4y other,44.11,33.51
Kentucky,4y bach,27.95,35.75
Kentucky,4y other,66.6,35.51
Kentucky,4y bach,42.24,41.98
Kentucky,4y other,57.96,37.52
Kentucky,4y bach,67.7,40.06
Kentucky,4y other,50.08,36.67
Kentucky,4y bach,66.63,39.55
Kentucky,4y other,53.12,42.67
Kentucky,4y bach,40.26,39.48
Kentucky,4y other,38.23,34.6
Kentucky,4y bach,65.03,35.62
Kentucky,4y other,54.21,33.46
Kentucky,4y bach,31.27,35.85
Kentucky,4y other,36.86,34.53
Kentucky,4y bach,43.87,36.42
Kentucky,4y other,46.38,38.51
Kentucky,4y bach,43.58,36.97
Kentucky,4y other,59.1,39.59
Kentucky,4y bach,34.17,34.52
Kentucky,4y other,23.06,35.08
Kentucky,4y bach,30.68,40.1
Kentucky,4y other,30.39,35.87
Kentucky,4y bach,47.3,35.9
Kentucky,4y other,57.17,38.44
Kentucky,4y bach,58.3,36.97
Kentucky,4y other,36.03,37.16
Kentucky,4y bach,39.68,36
Kentucky,4y other,58.9,35.84
Kentucky,4y bach,39.43,37.35
Kentucky,4y other,49.83,34.67
Kentucky,4y bach,61.9,40.45
Kentucky,4y other,32.23,35
Kentucky,4y bach,49.11,35.97
Kentucky,4y other,49,36.8
Kentucky,4y bach,58.92,35.75
Kentucky,4y other,25.33,37.14
Kentucky,4y bach,48.37,41.11
Kentucky,4y other,37.77,41.85
Kentucky,4y bach,66.3,42.08
Kentucky,4y other,58.45,39.8
Kentucky,4y bach,64.75,37.77
Kentucky,4y other,51.23,35.56
Kentucky,4y bach,39.04,36.49
Kentucky,4y other,46.79,35.14
Kentucky,4y bach,32.11,40.9
Kentucky,4y other,28.73,42.28
Kentucky,4y bach,33.78,41.24
Kentucky,4y other,63.69,40.51
Kentucky,4y bach,47.86,33.12
Kentucky,4y other,36.58,35.81
Kentucky,4y bach,40.49,41.76
Kentucky,4y other,51.06,39.39
Kentucky,4y bach,23.48,37.59
Kentucky,4y other,28.19,42.64
Kentucky,4y bach,27.7,36.59
Kentucky,4y other,44.51,33.16
Kentucky,4y bach,42.66,39.11
Kentucky,4y other,30.35,35.19
Kentucky,4y bach,30.85,36.89
Kentucky,4y other,38.21,39.47
Kentucky,4y bach,41.79,42.91
Kentucky,4y other,47.75,40.13
Kentucky,4y bach,31.51,33.8
Kentucky,4y other,65.28,39.99
Kentucky,4y bach,54.23,42.42
Kentucky,4y other,43.77,38.16
Kentucky,4y bach,63.46,42.85
Kentucky,4y other,40.5,42.79
Kentucky,4y bach,53.86,37.34
Kentucky,4y other,25.03,41.94
Kentucky,4y bach,38.09,38.21
Kentucky,4y other,53.03,42.98
Kentucky,4y bach,55.88,41.49
Kentucky,4y other,58.47,34.87
Kentucky,4y bach,55.32,40.3
Kentucky,4y other,26.44,41.17
Kentucky,4y bach,53.7,42.14
Kentucky,4y other,57.2,37.96
Kentucky,4y bach,25.72,38.63
Kentucky,4y other,55,40.43
Kentucky,4y bach,27.68,41.21
Kentucky,4y other,27.9,35.48
Kentucky,4y bach,28.79,33.33
Kentucky,4y other,62.49,34.08
Kentucky,4y bach,47.25,40.48
Kentucky,4y other,32.11,40.82
Kentucky,4y bach,35.57,36.52
Kentucky,4y other,30.41,38.71
Kentucky,4y bach,60.49,33.55
Kentucky,4y other,54.07,33.21
Kentucky,4y bach,59.78,34.99
Kentucky,4y other,50.51,39.8
Kentucky,4y bach,35.17,37.6
Kentucky,4y other,28.67,33.71
Kentucky,4y bach,39.58,42.33
Kentucky,4y other,37.81,38.47
Kentucky,4y bach,24.41,39.81
Kentucky,4y other,49.36,40.64
Kentucky,4y bach,55.83,35.42
Kentucky,4y other,59.33,42.23
Kentucky,4y bach,59.85,35.37
Kentucky,4y other,48.98,33.39
Kentucky,4y bach,42.43,35.38
Kentucky,4y other,53.71,41.85
Kentucky,4y bach,55.61,38.31
Kentucky,4y other,23.27,37.32
Kentucky,4y bach,47.05,41.56
Kentucky,4y other,56.62,35.87
Kentucky,4y bach,27.77,35.07
Kentucky,4y other,45.54,40.07
Kentucky,4y bach,46.02,39.68
Kentucky,4y other,41.94,33.23
Kentucky,4y bach,32.4,40.55
Kentucky,4y other,59.23,38.79
Kentucky,4y bach,37.91,39.52
Kentucky,4y other,28.93,38.13
Kentucky,4y bach,60.38,38.84
Kentucky,4y other,38.74,41.26
Kentucky,4y bach,48.79,41.75
Kentucky,4y other,26.11,35.77
Kentucky,4y bach,24.9,42.1
Kentucky,4y other,46.9,42.92
Kentucky,4y bach,58.92,42.49
Kentucky,4y other,36.94,38.65
Kentucky,4y bach,37.9,38.6
Kentucky,4y other,38.15,35.25
Kentucky,4y bach,25.74,40.66
Kentucky,4y other,49.29,36.69
Kentucky,4y bach,48.21,33.54
Kentucky,4y other,66.54,35.27
Kentucky,4y bach,27.01,35.43
Kentucky,4y other,25.42,33.15
Kentucky,4y bach,59.07,41.87
Kentucky,4y other,53.13,38.03
Kentucky,4y bach,61.04,34.41
Kentucky,4y other,62.24,33.84
Kentucky,4y bach,46.2,39.17
Kentucky,4y other,42.81,42.57
Kentucky,4y bach,35.04,36.87
Kentucky,4y other,53.12,35.71
Kentucky,4y bach,49.13,42.24
Kentucky,4y other,26.75,34.97
Kentucky,4y bach,42.69,42.94
Kentucky,4y other,53,40.41
Kentucky,4y bach,40.46,38.42
Kentucky,4y other,57.43,38.34
Kentucky,4y bach,28.15,35.94
Kentucky,4y other,48.72,41.67
Kentucky,4y bach,37.51,39.38
Kentucky,4y other,23.08,36.06
Kentucky,4y bach,40.9,41.54
Kentucky,4y other,32.68,38.91
Kentucky,4y bach,26.06,35.73
Kentucky,4y other,32.4,42.65
Kentucky,4y bach,39.65,38.12
Kentucky,4y other,26.12,39.4
Kentucky,4y bach,65.11,37.95
Kentucky,4y other,60.46,40.46
Kentucky,4y bach,54.84,35.35
Kentucky,4y other,26.57,33.95
Kentucky,4y bach,41.4,40.65
Kentucky,4y other,43,40.27
Kentucky,4y bach,66.09,36.27
Kentucky,4y other,39.36,39.15
Kentucky,4y bach,36.27,34.85
Kentucky,4y other,38.19,36.8
Kentucky,4y bach,65.92,37.93
Kentucky,4y other,51.88,36.13
Kentucky,4y bach,64.51,37.17
Kentucky,4y other,65.65,35.67
Kentucky,4y bach,50.01,38.23
Kentucky,4y other,50.23,42.83
Kentucky,4y bach,46.93,38.5
Kentucky,4y other,60.86,42.22
Kentucky,4y bach,43.04,42.97
Kentucky,4y other,47.65,36.71
Kentucky,4y bach,39.19,35.23
Kentucky,4y other,59.74,39.75
Kentucky,4y bach,27.07,39.97
Kentucky,4y other,57.52,35.58
Kentucky,4y bach,60.39,37.58
Kentucky,4y other,60.74,42.82
Kentucky,4y bach,30.08,42.19
Kentucky,4y other,25.56,37.81
Kentucky,4y bach,27.1,35.55
Kentucky,4y other,65.12,40.69
Kentucky,4y bach,29.38,40.09
Kentucky,4y other,60.51,42.51
Kentucky,4y bach,45.04,36.5
Kentucky,4y other,33.64,39.72
Kentucky,4y bach,55.01,38.29
Kentucky,4y other,44.56,37.01
Kentucky,4y bach,36.99,35.49
Kentucky,4y other,61.85,35.61
Kentucky,4y bach,38.68,33.85
Kentucky,4y other,61.06,33.78
Kentucky,4y bach,55.94,42.71
Kentucky,4y other,23.21,42.25
Kentucky,4y bach,63.1,40.51
Kentucky,4y other,64.4,41.04
Kentucky,4y bach,48.35,36.37
Kentucky,4y other,56.07,35.94
Kentucky,4y bach,26.73,38.1
Kentucky,4y other,24.11,40.59
Kentucky,4y bach,49.58,38.64
Kentucky,4y other,34.23,42.1
Kentucky,4y bach,54.42,38.74
Kentucky,4y other,49.65,41.58
Kentucky,4y bach,57.81,38.63
Kentucky,4y other,42.52,40.43
Kentucky,4y bach,50.13,33.65
Kentucky,4y other,67.67,36.99
Kentucky,4y bach,35.07,38.34
Kentucky,4y other,51.87,42.83
Kentucky,4y bach,45.48,38.55
Kentucky,4y other,61.91,36.9
Kentucky,4y bach,63.62,33.36
Kentucky,4y other,34.89,41.73
Kentucky,4y bach,40.68,41.15
Kentucky,4y other,58.3,38.41
Kentucky,4y bach,58.22,41.13
Kentucky,4y other,49.54,36.05
Kentucky,4y bach,28.81,35.81
Kentucky,4y other,55.27,41.23
Kentucky,4y bach,61.19,36.94
Kentucky,4y other,55.5,37.24
Kentucky,4y bach,32.59,42.13
Kentucky,4y other,56.33,40.01
Kentucky,4y bach,46,41.86
Kentucky,4y other,31.62,37.91
Kentucky,4y bach,37.5,41.12
Kentucky,4y other,49.87,42.21
Kentucky,4y bach,49.5,35.4
Kentucky,4y other,64.3,37.86
Kentucky,4y bach,53.74,35.35
Kentucky,4y other,63.66,34.9
Kentucky,4y bach,33.43,34.44
Kentucky,4y other,56.13,42.28
Kentucky,4y bach,31.46,34.87
Kentucky,4y other,49.83,42.78
Kentucky,4y bach,50.66,40.46
Kentucky,4y other,45.59,39.31
Kentucky,4y bach,54.42,39.73
Kentucky,4y other,25.82,41.39
Kentucky,4y bach,50.28,33.52
Kentucky,4y other,34.18,33.26
Kentucky,4y bach,50.19,33.68
Kentucky,4y other,38.84,40.84
Kentucky,4y bach,45.85,42.87
Kentucky,4y other,34.01,33.61
Kentucky,4y bach,65.94,33.29
Kentucky,4y other,66.71,37.14
Kentucky,4y bach,29.28,33.58
Kentucky,4y other,55.74,41.35
Kentucky,4y bach,28.29,40.25
Kentucky,4y other,50.85,41.41
Kentucky,4y bach,40.92,35.53
Kentucky,4y other,48.87,40.82
Kentucky,4y bach,24.36,35.01
Kentucky,4y other,44.08,38.53
Kentucky,4y bach,35.53,39.29
Kentucky,4y other,49.2,38.16
Kentucky,4y bach,45.8,34.83
Kentucky,4y other,34.39,38.11
Kentucky,4y bach,24.03,35.24
Kentucky,4y other,25.65,34.57
Kentucky,4y bach,38.28,38.88
Kentucky,4y other,39.37,39.06
Kentucky,4y bach,54.17,39.6
Kentucky,4y other,64.05,34.01
Kentucky,4y bach,26.77,40.65
Kentucky,4y other,29.73,42.67
Kentucky,4y bach,27.36,37.88
Kentucky,4y other,67.24,37.4
Kentucky,4y bach,63.4,36.86
Kentucky,4y other,60.61,41.02
Kentucky,4y bach,29.24,41.09
Kentucky,4y other,62.01,40.92
Kentucky,4y bach,28.69,41.36
Kentucky,4y other,39.38,38.58
Kentucky,4y bach,61.77,39.45
Kentucky,4y other,41.04,33.29
Kentucky,4y bach,30.92,40.31
Kentucky,4y other,35.17,41.54
Kentucky,4y bach,51.17,37.23
Kentucky,4y other,42.84,36.32
Kentucky,4y bach,57.7,38.1
Kentucky,4y other,26.35,41.41
Kentucky,4y bach,67.67,39.59
Kentucky,4y other,44.51,37.87
Kentucky,4y bach,33.12,35.17
Kentucky,4y other,30.83,35.91
Kentucky,4y bach,23.83,33
Kentucky,4y other,62.3,41.2
Kentucky,4y bach,65.63,35.93
Kentucky,4y other,42.27,39.23
Kentucky,4y bach,66.9,35.04
Kentucky,4y other,24.09,41.77
Kentucky,4y bach,38.01,34.31
Kentucky,4y other,26.75,41.61
Kentucky,4y bach,45.77,36.54
Kentucky,4y other,43.4,42.6
Kentucky,4y bach,53.2,37.07
Kentucky,4y other,56.25,36.37
Kentucky,4y bach,55.91,35.81
Kentucky,4y other,57.02,34.61
Kentucky,4y bach,36.92,41.94
Kentucky,4y other,51.74,39.3
Kentucky,4y bach,29.82,41.55
Kentucky,4y other,60.99,39.41
Kentucky,4y bach,45.31,39.89
Kentucky,4y other,55.1,36.29
Kentucky,4y bach,28.49,41.05
Kentucky,4y other,60.58,42.69
Kentucky,4y bach,67.7,34.8
Kentucky,4y other,64.63,35.46
Kentucky,4y bach,32.84,38.42
Kentucky,4y other,40.87,39.57
Kentucky,4y bach,62.77,37.62
Kentucky,4y other,29.75,40.67
Kentucky,4y bach,45.47,35.2
Kentucky,4y other,33.2,37.38
Kentucky,4y bach,54.35,42.44
Kentucky,4y other,37.39,33.99
Kentucky,4y bach,33.58,34.22
Kentucky,4y other,31.8,41.95
Kentucky,4y bach,58.16,38.95
Kentucky,4y other,30.73,33.58
Kentucky,4y bach,53.97,36.7
Kentucky,4y other,51.33,42.68
Kentucky,4y bach,64.44,38.17
Kentucky,4y other,63.55,40.13
Kentucky,4y bach,64.19,36.7
Kentucky,4y other,59.07,36.27
Kentucky,4y bach,40.36,37.23
Kentucky,4y other,28.38,33.85
Kentucky,4y bach,43.09,36.18
Kentucky,4y other,34.2,36.82
Kentucky,4y bach,42.78,39.47
Kentucky,4y other,58,41.45
Kentucky,4y bach,28.85,37.03
Kentucky,4y other,52.6,34.98
Kentucky,4y bach,51.61,37.42
Kentucky,4y other,56.62,37.93
Kentucky,4y bach,51.94,35.89
Kentucky,4y other,47.19,34.93
Kentucky,4y bach,39.2,38.62
Kentucky,4y other,24.59,37.1
Kentucky,4y bach,39.65,42.35
Kentucky,4y other,53.55,42.3
Kentucky,4y bach,32.98,33.1
Kentucky,4y other,36.42,39.02
Kentucky,4y bach,51.97,40.64
Kentucky,4y other,64.7,40.18
Kentucky,4y bach,61.88,39.86
Kentucky,4y other,45.76,41.69
Kentucky,4y bach,50.53,33.22
Kentucky,4y other,34.66,35.84
Kentucky,4y bach,50.05,33.16
Kentucky,4y other,43.21,37.08
Kentucky,4y bach,31.22,38.36
Kentucky,4y other,53.63,35.85
Kentucky,4y bach,53.07,41.57
Kentucky,4y other,25.03,39.13
Kentucky,4y bach,23.3,35.53
Kentucky,4y other,67.56,39.76
Kentucky,4y bach,65.72,35.42
Kentucky,4y other,42.44,33.1
Kentucky,4y bach,56.7,34.45
Kentucky,4y other,58.2,34.98
Kentucky,4y bach,46.86,39.66
Kentucky,4y other,60.4,33.19
Kentucky,4y bach,28.12,35.85
Kentucky,4y other,47.07,35.06
Kentucky,4y bach,66.95,33.97
Kentucky,4y other,42.63,36.74
Kentucky,4y bach,27.01,39.81
Kentucky,4y other,56.96,34.75
Kentucky,4y bach,52.38,41.81
Kentucky,4y other,57.31,39.51
Kentucky,4y bach,27.26,41.62
Kentucky,4y other,45.03,34.48
Kentucky,4y bach,63.03,33.22
Kentucky,4y other,58.34,39.99
Kentucky,4y bach,43.02,34.48
Kentucky,4y other,30.64,41.36
Kentucky,4y bach,53.64,37.65
Kentucky,4y other,63.9,35.31
Kentucky,4y bach,56.28,37.63
Kentucky,4y other,35.51,37.12
Kentucky,4y bach,32.9,40.28
Kentucky,4y other,27.93,39.36
Kentucky,4y bach,65.19,34.57
Kentucky,4y other,66.68,41.35
Kentucky,4y bach,66.8,36.36
Kentucky,4y other,60.41,41.23
Kentucky,4y bach,35.7,35.79
Kentucky,4y other,25.39,36.7
Kentucky,4y bach,23.44,37.56
Kentucky,4y other,50.03,39.37
Kentucky,4y bach,30.19,33.41
Kentucky,4y other,31.73,35.99
Kentucky,4y bach,61.36,38.42
Kentucky,4y other,34.79,41.82
Kentucky,4y bach,64.69,34.74
Kentucky,4y other,27.72,37.84
Kentucky,4y bach,59.73,42.37
Kentucky,4y other,57.8,35.29
Kentucky,4y bach,65.3,35.22
Kentucky,4y other,58.34,37.5
Kentucky,4y bach,51.58,36.5
Kentucky,4y other,25.18,39.03
Kentucky,4y bach,25.04,34.43
Kentucky,4y other,66.52,40.59
Kentucky,4y bach,53.68,33.38
Kentucky,4y other,67.05,39.51
Kentucky,4y bach,40.21,34.83
Kentucky,4y other,44.4,35.94
Kentucky,4y bach,34.93,34.72
Kentucky,4y other,46.46,38.94
Kentucky,4y bach,66.22,41.16
Kentucky,4y other,35.82,40.17
Kentucky,4y bach,47.69,33.6
Kentucky,4y other,47.22,40.53
Kentucky,4y bach,54.88,37.02
Kentucky,4y other,48.81,39.02
Kentucky,4y bach,50.59,37.8
Kentucky,4y other,33.01,39.17
Kentucky,4y bach,40.55,35.07
Kentucky,4y other,33.6,34.69
Kentucky,4y bach,66.71,40.43
Kentucky,4y other,38.71,39.86
Kentucky,4y bach,37.03,39.79
Kentucky,4y other,46.62,36.9
Kentucky,4y bach,25.57,33.96
Kentucky,4y other,37.13,34.19
Kentucky,4y bach,32.75,39.38
Kentucky,4y other,38.61,36.48
Kentucky,4y bach,51.08,36.83
Kentucky,4y other,34.84,33.72
Kentucky,4y bach,65.07,41.31
Kentucky,4y other,64.66,35.58
Kentucky,4y bach,67.99,33.37
Kentucky,4y other,42.45,37.95
Kentucky,4y bach,63.99,33.6
Kentucky,4y other,44.54,37.33
Kentucky,4y bach,34.91,39.93
Kentucky,4y other,47.78,37.31
Kentucky,4y bach,26.54,41.75
Kentucky,4y other,55.08,35.53
Kentucky,4y bach,26.25,33.69
Kentucky,4y other,54.56,33.08
Kentucky,4y bach,57.9,41.38
Kentucky,4y other,41.13,40.85
Kentucky,4y bach,48.41,36.84
Kentucky,4y other,66.06,34.24
Kentucky,4y bach,58.23,37.58
Kentucky,4y other,55.47,33.34
Kentucky,4y bach,67.35,35.17
Kentucky,4y other,61.47,37.62
Kentucky,4y bach,24.11,42.86
Kentucky,4y other,60.31,33.62
Kentucky,4y bach,58.19,38.59
Kentucky,4y bach,44.65,41.87
Kentucky,4y bach,29.11,35.04
Kentucky,4y bach,46.77,36.54
Kentucky,4y bach,25.94,34.28
Kentucky,4y bach,41.24,41.75
Kentucky,4y bach,55.05,39.19
Kentucky,4y bach,26.19,35.36
Kentucky,4y bach,28.99,33.07
Kentucky,4y bach,48.81,40.57
Kentucky,4y bach,32.85,42.83
Kentucky,4y bach,48.31,38.36
Kentucky,4y bach,41.81,38.13
Kentucky,4y bach,35.94,36.95
Kentucky,4y bach,47.93,40.12
Kentucky,4y bach,35.28,33.03
Kentucky,4y bach,53.17,35.34
Kentucky,4y bach,25.24,36.36
Kentucky,4y bach,53.85,36.77
Kentucky,4y other,49.04,41.44
Kentucky,4y bach,37.93,39.04
Kentucky,4y other,42.55,35.7
Kentucky,4y bach,50.07,39.85
Kentucky,4y other,43.43,36.02
Kentucky,4y bach,38.95,38.08
Kentucky,4y other,57.72,41.77
Kentucky,4y bach,31.4,40.98
Kentucky,4y other,26.29,40.75
Kentucky,4y bach,27.14,41.87
Kentucky,4y other,38.03,35.81
Kentucky,4y bach,43.17,34.96
Kentucky,4y other,47.55,34.18
Kentucky,4y bach,51.06,33.9
Kentucky,4y other,35.94,39.27
Kentucky,4y bach,43.52,34.64
Kentucky,4y other,32.89,41.96
Kentucky,4y bach,29.97,41.2
Kentucky,4y other,33.69,37.72
Kentucky,4y bach,34.64,41.25
Kentucky,4y other,45.68,40.61
Kentucky,4y bach,43.83,35.81
Kentucky,4y other,24.27,35.82
Kentucky,4y bach,66.67,37.28
Kentucky,4y other,29.15,39.47
Kentucky,4y bach,36.35,39.33
Kentucky,4y other,45.5,38.98
Kentucky,4y bach,33.54,34.71
Kentucky,4y other,59.21,42.09
Kentucky,4y bach,43.46,36.92
Kentucky,4y other,30.59,35.03
Kentucky,4y bach,32.4,35.36
Kentucky,4y other,30.49,33.77
Kentucky,4y bach,33.31,42.62
Kentucky,4y other,64.28,33.27
Kentucky,4y bach,34.25,42.7
Kentucky,4y other,66.46,39.22
Kentucky,4y bach,62.64,38.65
Kentucky,4y other,62.9,42.05
Kentucky,4y bach,25.83,34.72
Kentucky,4y other,36.94,39.73
Kentucky,4y bach,57.62,37.91
Kentucky,4y other,38.47,39.14
Kentucky,4y bach,43.89,36.28
Kentucky,4y other,65.03,34.51
Kentucky,4y bach,51.81,36.52
Kentucky,4y other,23.93,37.59
Kentucky,4y bach,48.77,37.06
Kentucky,4y other,42.24,35.48
Kentucky,4y bach,43.87,40.66
Kentucky,4y other,43.05,33.2
Kentucky,4y bach,66.08,42.65
Kentucky,4y other,30.83,37.11
Kentucky,4y bach,59.98,33.86
Kentucky,4y other,42.69,39.62
Kentucky,4y bach,26.58,38.01
Kentucky,4y other,24.77,42.82
Kentucky,4y bach,51.69,39.03
Kentucky,4y other,29.38,37.62
Kentucky,4y bach,66.57,42.42
Kentucky,4y other,30.02,42.13
Kentucky,4y bach,64.29,34.97
Kentucky,4y other,61.61,38.92
Kentucky,4y bach,61.44,35.7
Kentucky,4y other,59.49,34.01
Kentucky,4y bach,46.72,39.33
Kentucky,4y other,51.12,34.9
Kentucky,4y bach,23.46,41.65
Kentucky,4y other,42.58,38.41
Kentucky,4y bach,33.83,35.41
Kentucky,4y other,67.59,38.16
Kentucky,4y bach,52.27,40.06
Kentucky,4y other,63.97,37.99
Kentucky,4y bach,48.96,41.36
Kentucky,4y other,25.66,38.61
Kentucky,4y bach,39.52,37.06
Kentucky,4y other,67.41,35.37
Kentucky,4y bach,59.65,42.1
Kentucky,4y other,25.65,37.57
Kentucky,4y bach,34.54,42.44
Kentucky,4y other,32.75,42.37
Kentucky,4y bach,31.57,37.55
Kentucky,4y other,33.73,33.49
Kentucky,4y bach,24.66,37.35
Kentucky,4y other,53.94,36.47
Kentucky,4y bach,31.72,40.96
Kentucky,4y other,23.25,41.95
Kentucky,4y bach,33.71,40.65
Kentucky,4y other,60.11,39.75
Kentucky,4y bach,56.32,40.38
Kentucky,4y other,36.82,36.91
Kentucky,4y bach,48.56,35.18
Kentucky,4y other,34.94,40.19
Kentucky,4y bach,48.97,42.6
Kentucky,4y other,46.95,42.79
Kentucky,4y bach,42.17,35.07
Kentucky,4y other,56.92,33.88
Kentucky,4y bach,34.36,33.95
Kentucky,4y other,46.62,40.01
Kentucky,4y bach,25.9,33.79
Kentucky,4y other,47.55,35.79
Kentucky,4y bach,46.14,39.99
Kentucky,4y other,60.86,38.71
Kentucky,4y bach,36.11,38.47
Kentucky,4y other,44.98,37.83
Kentucky,4y bach,27.36,36.81
Kentucky,4y other,61.15,38.41
Kentucky,4y bach,39.31,39.55
Kentucky,4y other,57.79,41.64
Kentucky,4y bach,57.53,33.04
Kentucky,4y other,32.61,36.59
Kentucky,4y bach,28.22,36.09
Kentucky,4y other,60.68,39.59
Kentucky,4y bach,27.53,33.82
Kentucky,4y other,53.47,40.12
Kentucky,4y bach,24.48,39.06
Kentucky,4y other,33.64,35.47
Kentucky,4y bach,60.7,38.81
Kentucky,4y other,34.15,39.21
Kentucky,4y bach,64.41,36.3
Kentucky,4y other,31.24,36.71
Kentucky,4y bach,63.31,38.15
Kentucky,4y other,67.62,34.74
Kentucky,4y bach,27.13,34.35
Kentucky,4y other,23.92,33.53
Kentucky,4y bach,28.44,42.03
Kentucky,4y other,42.23,37.72
Kentucky,4y bach,50.54,35.36
Kentucky,4y other,33.9,37.85
Kentucky,4y bach,39.46,36.23
Kentucky,4y other,63.73,39.83
Kentucky,4y bach,32.79,38
Kentucky,4y other,29.28,35.19
Kentucky,4y bach,45.66,35.25
Kentucky,4y other,38.72,37.54
Kentucky,4y bach,34.45,37.18
Kentucky,4y other,64.92,34.02
Kentucky,4y bach,33.82,35.4
Kentucky,4y other,60.63,39.02
Kentucky,4y bach,42.56,36.25
Kentucky,4y other,54.51,41.2
Kentucky,4y bach,58.01,39.24
Kentucky,4y other,37.08,37.46
Kentucky,4y bach,55.07,42.47
Kentucky,4y other,27.29,42.58
Kentucky,4y bach,60.02,34.52
Kentucky,4y other,51.36,42.17
Kentucky,4y bach,27.89,42.6
Kentucky,4y other,35.77,34.09
Kentucky,4y bach,52.5,41.13
Kentucky,4y other,40.92,33.24
Kentucky,4y bach,61.32,35.97
Kentucky,4y other,43.56,40.7
Kentucky,4y bach,35.22,37.78
Kentucky,4y other,32.34,33.74
Kentucky,4y bach,28.59,33.34
Kentucky,4y other,26.71,42.2
Kentucky,4y bach,37.93,40.01
Kentucky,4y other,24.57,42.18
Kentucky,4y bach,48.7,42.24
Kentucky,4y other,47.63,41.93
Kentucky,4y bach,61.15,34.13
Kentucky,4y other,63.35,37.17
Kentucky,4y bach,59.12,35.67
Kentucky,4y other,60.75,33.38
Kentucky,4y bach,42.29,42.44
Kentucky,4y other,54.31,39.1
Kentucky,4y bach,30.57,33.27
Kentucky,4y other,45.71,36.66
Kentucky,4y bach,28.39,37.92
Kentucky,4y other,64.15,42.91
Kentucky,4y bach,48.13,41.8
Kentucky,4y other,55.55,35.05
Kentucky,4y bach,55.47,39.73
Kentucky,4y other,60.79,37.09
Kentucky,4y bach,39.73,37.84
Kentucky,4y other,59.22,41.98
Kentucky,4y bach,36.57,37.94
Kentucky,4y other,29.83,36.15
Kentucky,4y bach,23.28,36.02
Kentucky,4y other,39.32,36.24
Kentucky,4y bach,32.16,42.93
Kentucky,4y other,50.74,39.16
Kentucky,4y bach,47.5,36.65
Kentucky,4y other,50.22,38.64
Kentucky,4y bach,40.14,42.1
Kentucky,4y other,55.09,36.62
Kentucky,4y bach,61.99,40.08
Kentucky,4y other,65.32,37.79
Kentucky,4y bach,62.4,35.5
Kentucky,4y other,29.75,38.48
Kentucky,4y bach,63.8,39.06
Kentucky,4y other,63.8,36.08
Kentucky,4y bach,58.06,36.41
Kentucky,4y other,55.2,37.79
Kentucky,4y bach,37.85,38.69
Kentucky,4y other,47.85,38.59
Kentucky,4y bach,26.37,40.88
Kentucky,4y other,45.38,33.36
Kentucky,4y bach,43.51,34.36
Kentucky,4y other,64.72,36.94
Kentucky,4y bach,60.61,41.08
Kentucky,4y other,36.34,39.75
Kentucky,4y bach,30.41,41.15
Kentucky,4y other,67.25,41.35
Kentucky,4y bach,64.01,41.38
Kentucky,4y other,49.52,40.41
Kentucky,4y bach,59.72,39.07
Kentucky,4y other,33.28,37.56
Kentucky,4y bach,31.34,37.75
Kentucky,4y other,64.81,35.82
Kentucky,4y bach,67.23,41.53
Kentucky,4y other,62.89,33.07
Kentucky,4y bach,32.23,36.19
Kentucky,4y other,41.45,40.82
Kentucky,4y bach,26.4,37.95
Kentucky,4y other,34.85,41.84
Kentucky,4y bach,64.25,39.65
Kentucky,4y other,30.04,37.12
Kentucky,4y bach,53.87,37.19
Kentucky,4y other,63,39.41
Kentucky,4y bach,64.28,39.72
Kentucky,4y other,29,38.97
Kentucky,4y bach,33.41,38.24
Kentucky,4y other,39.87,35.93
Kentucky,4y bach,48.85,35.32
Kentucky,4y other,41.33,37.18
Kentucky,4y bach,36.64,38.45
Kentucky,4y other,36.53,37.46
Kentucky,4y bach,51.79,34.18
Kentucky,4y other,38.2,40.54
Kentucky,4y bach,39.56,41.79
Kentucky,4y other,63.72,42.67
Kentucky,4y bach,62.68,42.39
Kentucky,4y other,56.92,38.62
Kentucky,4y bach,60.53,41.19
Kentucky,4y other,39.85,42.59
Kentucky,4y bach,65.7,35.2
Kentucky,4y other,31.33,33.33
Kentucky,4y bach,46.86,41.14
Kentucky,4y other,48.34,36.82
